MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
find joses Focused Inbox Fixed Behavior and Overrides	PEOPLE	find <contact_name> jose </contact_name> s <people_attribute> Focused Inbox Fixed Behavior and Overrides </people_attribute>	search_people_attribute
when do i meet her in next meeting	CALENDAR	when do i meet her in <start_time> next </start_time> meeting	find_calendar_when
mail ashok Applied AI ACR	EMAIL	mail <contact_name> ashok </contact_name> <message> Applied AI ACR </message>	send_email
remind me to Controllers and Processors Analysis Guide - FINAL on sunday	REMINDER	remind me to <reminder_text> Controllers and Processors Analysis Guide - FINAL </reminder_text> on <start_date> sunday </start_date>	create_single_reminder
xls by ashuthosh about Running Experiments	FILES	<file_type> xls </file_type> by <contact_name> ashuthosh </contact_name> about <file_keyword> Running Experiments </file_keyword>	file_search
find time with ron pechmagre tomorrow for Cortana on Windows - Jan 14 2020	CALENDAR	find time with <contact_name> ron pechmagre </contact_name> <start_date> tomorrow </start_date> for <title> Cortana on Windows - Jan 14 2020 </title>	check_availability
when is my next meeting with jamil	CALENDAR	when is my <start_time> next </start_time> meeting with <contact_name> jamil </contact_name>	find_calendar_when
can you find Voice Skills BVT Manual Test Cases (Core) document by yaram venkata	FILES	can you find <file_keyword> Voice Skills BVT Manual Test Cases (Core) </file_keyword> document by <contact_name> yaram venkata </contact_name>	file_search
what is shravan kumar chavas Read Act Compose Framing	PEOPLE	what is <contact_name> shravan kumar chava </contact_name> s <people_attribute> Read Act Compose Framing </people_attribute>	search_people_attribute
test presentation for iOS Core Skills + Extras	FILES	<file_keyword> iOS Core Skills + Extras </file_keyword> <file_type> presentation </file_type> for <file_keyword> iOS Core Skills + Extras </file_keyword>	file_search
open FY20 Annotation Asks docx by venkata	FILES	open <file_keyword> FY20 Annotation Asks </file_keyword> <file_type> docx </file_type> by <contact_name> venkata </contact_name>	file_open
find jose 01-30-2020 Knowledge Bot - Full info	PEOPLE	find <contact_name> jose </contact_name> <people_attribute> 01-30-2020 Knowledge Bot - Full </people_attribute> info	search_people_attribute
cancel event	CALENDAR	cancel event	delete_calendar_entry
when is my explosion meeting	CALENDAR	when is my <title> explosion </title> meeting	find_calendar_when
document venkata suman yaram shared about COGS and Latency	FILES	document <contact_name> venkata suman yaram </contact_name> <file_action> shared </file_action> about <file_keyword> COGS and Latency </file_keyword>	file_search
excel upadhyaya	FILES	<file_type> excel </file_type> <contact_name> upadhyaya </contact_name>	file_search
craigs Argus Vision Newsletter	PEOPLE	<contact_name> craig </contact_name> s <people_attribute> Argus Vision Newsletter </people_attribute>	search_people_attribute
SC Ranking Q3 FY20 OKRs	PEOPLE	<people_attribute> SC Ranking Q3 FY20 OKRs </people_attribute>	search_people_attribute
can you find Kingston-WorkingDeck document by suman venkata	FILES	can you find <file_keyword> Kingston-WorkingDeck </file_keyword> document by <contact_name> suman venkata </contact_name>	file_search
QQR CY19Q4 spreadsheet by ashuthosh upadhyaya	FILES	<file_keyword> QQR CY19Q4 </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
schedule a meeting with saketh	CALENDAR	schedule a meeting with <contact_name> saketh </contact_name>	create_calendar_entry
vind me Plan and Track xlsx by upadhyaya	FILES	vind me <file_keyword> Plan and Track </file_keyword> <file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name>	file_search
nidhi Embedded Intelligence Checkpoint (Jan 2020)	CALENDAR	<contact_name> nidhi </contact_name> <title> Embedded Intelligence Checkpoint (Jan 2020) </title>	find_calendar_entry
remind me to dd_VSIXInstaller_20200124193450_3d30 at 500 pm	REMINDER	remind me to <reminder_text> dd_VSIXInstaller_20200124193450_3d30 </reminder_text> at <start_time> 500 pm </start_time>	create_single_reminder
join my meeting about AI 365 30 January 2020	CALENDAR	join my meeting about <title> AI 365 30 January 2020 </title>	connect_to_meeting
show my T-Minus Schedule meetings	CALENDAR	show my <title> T-Minus Schedule </title> meetings	navigate_calendar
how does my day look like	CALENDAR	how does my day look like	find_calendar_entry
what is joses Team Mobile Search - 3S dependency list	PEOPLE	what is <contact_name> jose </contact_name> s <people_attribute> Team Mobile Search - 3S dependency list </people_attribute>	search_people_attribute
when do i meet with my pm team	CALENDAR	when do i meet with my <contact_name> pm team </contact_name>	find_calendar_when
who is jon harris	PEOPLE	who is <contact_name> jon harris </contact_name>	search_people_by_name
set a reminder	REMINDER	set a reminder	create_single_reminder
schedule a meeting with carsten	CALENDAR	schedule a meeting with <contact_name> carsten </contact_name>	create_calendar_entry
whats at 2	CALENDAR	whats at <start_time> 2 </start_time>	find_calendar_entry
open Cortana transition announcement - DRAFT excel by upadhyaya	FILES	open <file_keyword> Cortana transition announcement - DRAFT </file_keyword> <file_type> excel </file_type> by <contact_name> upadhyaya </contact_name>	file_open
when is my template_Radio_Queries with kalyan	CALENDAR	when is my <title> template_Radio_Queries </title> with <contact_name> kalyan </contact_name>	find_calendar_when
who is dwight kruger	PEOPLE	who is <contact_name> dwight kruger </contact_name>	search_people_by_name
document yaram venkata shared about Communication and Collaboration - Post Wave 1	FILES	document <contact_name> yaram venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Communication and Collaboration - Post Wave 1 </file_keyword>	file_search
show me organizer of meeting about Alternates Support for Dictation (Confusion Networks)	CALENDAR	show me organizer of meeting about <title> Alternates Support for Dictation (Confusion Networks) </title>	navigate_calendar
remove Voice Skill Metrics - 1-15 from my ignore list	NOTE	remove <note_text> Voice Skill Metrics - 1-15 </note_text> from my <title> ignore </title> <data_type> list </data_type>	delete_note_item
find me UWP Skill roundup - Privacy Security Compliance tracking spreadsheet by ashuthosh	FILES	find me <file_keyword> UWP Skill roundup - Privacy Security Compliance tracking </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	file_search
xls modified by upadhyaya	FILES	<file_type> xls </file_type> <file_action> modified </file_action> by <contact_name> upadhyaya </contact_name>	file_search
karls STCA Tech Talk Series	PEOPLE	<contact_name> karl </contact_name> s <people_attribute> STCA Tech Talk Series </people_attribute>	search_people_attribute
messages from bob about SQLServerAndAzureDataWhatToUseWhen_long	TEAMSMESSAGE	messages from <contact_name_from> bob </contact_name_from> about <keyword> SQLServerAndAzureDataWhatToUseWhen_long </keyword>	search_message
find files How to write a bug through Lightbulb and Shaker	FILES	find files <file_keyword> How to write a bug through Lightbulb and Shaker </file_keyword>	file_search
whens my next rest_trace with allison	CALENDAR	whens my <start_time> next </start_time> <title> rest_trace </title> with <contact_name> allison </contact_name>	find_calendar_when
Spec for Accept-Decline with nidhi	CALENDAR	<title> Spec for Accept-Decline </title> with <contact_name> nidhi </contact_name>	find_calendar_entry
send a mail to satya that Jan Review	EMAIL	send a <message_type> mail </message_type> to <contact_name> satya </contact_name> that <message> Jan Review </message>	send_email
open KWS Manual Testing document by suman	FILES	open <file_keyword> KWS Manual Testing </file_keyword> document by <contact_name> suman </contact_name>	file_open
nidhi meeting	CALENDAR	<contact_name> nidhi </contact_name> meeting	find_calendar_entry
join MSAI -- FY20 Resource Allocation and New asks tomorrow	CALENDAR	join <title> MSAI -- FY20 Resource Allocation and New asks </title> <start_date> tomorrow </start_date>	connect_to_meeting
can you find Substrate Perf Shiproom - 2020-1-08 xls by ashuthosh upadhyaya	FILES	can you find <file_keyword> Substrate Perf Shiproom - 2020-1-08 </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
messages from soumya in ignite channel about Cortana UWP app - skill readiness last week	TEAMSMESSAGE	messages from <contact_name_from> soumya </contact_name_from> in <channel> ignite </channel> channel about <keyword> Cortana UWP app - skill readiness </keyword> <start_date> last week </start_date>	search_message
my next reference(13)	CALENDAR	my <start_time> next </start_time> <title> reference(13) </title>	find_calendar_entry
its tuesday at 400 pm	CALENDAR	its <start_date> tuesday </start_date> at <start_time> 400 pm </start_time>	create_calendar_entry
whats on my calendar	CALENDAR	whats on my calendar	find_calendar_entry
open Partner Engagement Process - Teams Mobile document by venkata suman yaram	FILES	open <file_keyword> Partner Engagement Process - Teams Mobile </file_keyword> document by <contact_name> venkata suman yaram </contact_name>	file_open
can you find Cortana User Interaction Model xls by ashuthosh upadhyaya	FILES	can you find <file_keyword> Cortana User Interaction Model </file_keyword> <file_type> xls </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	file_search
document by venkata suman yaram named Running Late - Prioritization and Requirements	FILES	document by <contact_name> venkata suman yaram </contact_name> named <file_name> Running Late - Prioritization and Requirements </file_name>	file_search
document by suman venkata called [Migrated] Onboarding to ExP	FILES	document by <contact_name> suman venkata </contact_name> called <file_name> [Migrated] Onboarding to ExP </file_name>	file_search
yvonnes Welcome	PEOPLE	<contact_name> yvonne </contact_name> s <people_attribute> Welcome </people_attribute>	search_people_attribute
find shwetambari mokadam 01-23-2019 Action Items Substrate Pipeline - Full_portal update information	PEOPLE	find <contact_name> shwetambari mokadam </contact_name> <people_attribute> 01-23-2019 Action Items Substrate Pipeline - Full_portal update </people_attribute> information	search_people_attribute
my next Metrics with craig	CALENDAR	my <start_time> next </start_time> <title> Metrics </title> with <contact_name> craig </contact_name>	find_calendar_entry
when was my last focus time	CALENDAR	when was my <order_ref> last </order_ref> <meeting_type> focus </meeting_type> time	find_calendar_when
find jons Teams FriseBEE_PassRate	PEOPLE	find <contact_name> jon </contact_name> s <people_attribute> Teams FriseBEE_PassRate </people_attribute>	search_people_attribute
call am	CALENDAR	call am	create_calendar_entry
send email to satya	EMAIL	send <message_type> email </message_type> to <contact_name> satya </contact_name>	send_email
show Substrate Partner Discussion with Teams_01_13_2020 docx	FILES	show <file_keyword> Substrate Partner Discussion with Teams_01_13_2020 </file_keyword> <file_type> docx </file_type>	file_search
document yaram venkata sent	FILES	document <contact_name> yaram venkata </contact_name> <file_action> sent </file_action>	file_search
