ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedIntent	JudgedDomain	JudgedConstraints	ConversationContext	MetaData	Frequency	Cat
filesearch_fileType_5840	0		user	can you find me haroon armans Cortana in Teams FAQ	search_people_attribute	PEOPLE	can you find me <contact_name> haroon arman </contact_name> s <people_attribute> Cortana in Teams FAQ </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5841	0		user	create a meeting with this thread	create_calendar_entry	CALENDAR	create a meeting with this thread	{}	[]	1	PositiveFullMatch
filesearch_fileType_5842	0		user	email nitin [Migrated] Onboarding to ExP	send_email	EMAIL	email <contact_name> nitin </contact_name> <message> [Migrated] Onboarding to ExP </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5843	0		user	remind me for Cortana transition announcement - DRAFT on july 31st	create_single_reminder	REMINDER	remind me for <reminder_text> Cortana transition announcement - DRAFT </reminder_text> on <start_date> july 31st </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5844	0		user	open Jan Review document by venkata suman yaram	file_open	FILES	open <file_keyword> Jan Review </file_keyword> document by <contact_name> venkata suman yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5845	0		user	remind me at 130 that Teams ERP Training	create_single_reminder	REMINDER	remind me at <start_time> 130 </start_time> that <reminder_text> Teams ERP Training </reminder_text>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5846	0		user	what is joses FY21 Substrate Budget Planning address	search_people_attribute	PEOPLE	what is <contact_name> jose </contact_name> s <people_attribute> FY21 Substrate Budget Planning </people_attribute> address	{}	[]	1	PositiveFullMatch
filesearch_fileType_5847	0		user	send mail to nitin that SubstratePartnerDiscussion_Cortana_2019Sep30	send_email	EMAIL	send <message_type> mail </message_type> to <contact_name> nitin </contact_name> that <message> SubstratePartnerDiscussion_Cortana_2019Sep30 </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5848	0		user	what is ashoks AAD RBAC Office Hours Signup	search_people_attribute	PEOPLE	what is <contact_name> ashok </contact_name> aposs <people_attribute> AAD RBAC Office Hours Signup </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5849	0		user	excel upadhyaya shared	file_search	FILES	<file_type> excel </file_type> <contact_name> upadhyaya </contact_name> <file_action> shared </file_action>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5850	0		user	docx suman venkata shared about January 15 2020 Experiences + Devices MPR	file_search	FILES	<file_type> docx </file_type> <contact_name> suman venkata </contact_name> <file_action> shared </file_action> about <file_keyword> January 15 2020 Experiences + Devices MPR </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5851	0		user	word yaram	file_search	FILES	<file_type> word </file_type> <contact_name> yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5852	0		user	find me D365OKRs document by yaram	file_search	FILES	find me <file_keyword> D365OKRs </file_keyword> document by <contact_name> yaram </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5853	0		user	when is my next Manganese-Search	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> <title> Manganese-Search </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5854	0		user	send an email to beryl that 2020-01-16-MSAI Assistant Initiative Review	send_email	EMAIL	send an <message_type> email </message_type> to <contact_name> beryl </contact_name> that <message> 2020-01-16-MSAI Assistant Initiative Review </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5855	0		user	my last 2019-05-30 - Aesthetic Calendar Palette	find_calendar_entry	CALENDAR	my <order_ref> last </order_ref> <title> 2019-05-30 - Aesthetic Calendar Palette </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5856	0		user	open Microsoft Search User Job Framework file by shravan kumar chava	file_open	FILES	open <file_keyword> Microsoft Search User Job Framework </file_keyword> file by <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5857	0		user	open Enterprise Data Taxonomy (Asset Classification Standard) document by suman	file_open	FILES	open <file_keyword> Enterprise Data Taxonomy (Asset Classification Standard) </file_keyword> document by <contact_name> suman </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5858	0		user	remind me to APIs when i reach starbucks	create_single_reminder	REMINDER	remind me to <reminder_text> APIs </reminder_text> when i reach <implicit_location> starbucks </implicit_location>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5859	0		user	schedule Distracted_2020 for wednesday at 200 pm	create_calendar_entry	CALENDAR	schedule <title> Distracted_2020 </title> for <start_date> wednesday </start_date> at <start_time> 200 pm </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5860	0		user	open Mavens Micro Coaching Sign Up - Jan 2020 files by shravan kumar chava	file_open	FILES	open <file_keyword> Mavens Micro Coaching Sign Up - Jan 2020 </file_keyword> files by <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5861	0		user	meetings with craig	find_calendar_entry	CALENDAR	meetings with <contact_name> craig </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5862	0		user	find me FY20 Annotation Asks spreadsheet by ashuthosh	file_search	FILES	find me <file_keyword> FY20 Annotation Asks </file_keyword> <file_type> spreadsheet </file_type> by <contact_name> ashuthosh </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5863	0		user	word by yaram venkata named Voice skills VNext	file_search	FILES	<file_type> word </file_type> by <contact_name> yaram venkata </contact_name> named <file_name> Voice skills VNext </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5864	0		user	remind me to image001 during first half of next week	create_single_reminder	REMINDER	remind me to <reminder_text> image001 </reminder_text> during <start_date> first half of next week </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5865	0		user	docx called Cortana in Teams R2 Weekly Shiproom	file_search	FILES	<file_type> docx </file_type> called <file_name> Cortana in Teams R2 Weekly Shiproom </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5866	0		user	find a meeting room	find_meeting_room	CALENDAR	find a meeting room	{}	[]	1	PositiveFullMatch
filesearch_fileType_5867	0		user	can you please open excel connected to ONE cube (civp) file	file_open	FILES	can you please open <file_keyword> excel connected to ONE cube (civp) </file_keyword> file	{}	[]	1	PositiveFullMatch
filesearch_fileType_5868	0		user	anuja Letter-3M	search_people_attribute	PEOPLE	<contact_name> anuja </contact_name> <people_attribute> Letter-3M </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5869	0		user	shark channel messages about Q3-OKRs-Summary	search_message	TEAMSMESSAGE	<channel> shark </channel> channel messages about <keyword> Q3-OKRs-Summary </keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5870	0		user	document suman venkata shared about Working doc for Day Overview	file_search	FILES	document <contact_name> suman venkata </contact_name> <file_action> shared </file_action> about <file_keyword> Working doc for Day Overview </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5871	0		user	where am i New Hire Ramp Up for PMs today	find_calendar_where	CALENDAR	where am i <title> New Hire Ramp Up for PMs </title> <start_date> today </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5872	0		user	can you find Cortana in Teams - Working Session - 2020-01-20 excel by ashuthosh upadhyaya	file_search	FILES	can you find <file_keyword> Cortana in Teams - Working Session - 2020-01-20 </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5873	0		user	fine shwetambaris Cortana in Teams - Working Session - 2020-01-20 info	search_people_attribute	PEOPLE	fine <contact_name> shwetambari </contact_name> s <people_attribute> Cortana in Teams - Working Session - 2020-01-20 </people_attribute> info	{}	[]	1	PositiveFullMatch
filesearch_fileType_5874	0		user	remove General from my ignore list	delete_note_item	NOTE	remove <note_text> General </note_text> from my <title> ignore </title> <data_type> list </data_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5875	0		user	word shared by venkata	file_search	FILES	<file_type> word </file_type> <file_action> shared </file_action> by <contact_name> venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5876	0		user	set a reminder to FPGA Model Planning on saturday 1100 am	create_single_reminder	REMINDER	set a reminder to <reminder_text> FPGA Model Planning </reminder_text> on <start_date> saturday </start_date> <start_time> 1100 am </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5877	0		user	my meeting LU enablement of S+A NL search scenarios - V2	find_calendar_entry	CALENDAR	my meeting <title> LU enablement of S+A NL search scenarios - V2 </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5878	0		user	yaram venkatas files	file_search	FILES	<contact_name> yaram venkata </contact_name> s files	{}	[]	1	PositiveFullMatch
filesearch_fileType_5879	0		user	when is my next O365 Compliant, Griffin, Substrate, Azure, Falcon, Cortana and everything in between with vijay	find_calendar_when	CALENDAR	when is my <start_time> next </start_time> <title> O365 Compliant, Griffin, Substrate, Azure, Falcon, Cortana and everything in between </title> with <contact_name> vijay </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5880	0		user	xlsx by upadhyaya about Daily DRI notes	file_search	FILES	<file_type> xlsx </file_type> by <contact_name> upadhyaya </contact_name> about <file_keyword> Daily DRI notes </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5881	0		user	1020 am	create_calendar_entry	CALENDAR	<start_time> 1020 am </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5882	0		user	FY20 Q2 Task Assistance OKRs with nidhi	find_calendar_entry	CALENDAR	<title> FY20 Q2 Task Assistance OKRs </title> with <contact_name> nidhi </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5883	0		user	find files from carol	file_search	FILES	find files from <contact_name> carol </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5884	0		user	mail satya Speech Engine – Personalization	send_email	EMAIL	mail <contact_name> satya </contact_name> <message> Speech Engine – Personalization </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5885	0		user	word called Feedback OKRs	file_search	FILES	<file_type> word </file_type> called <file_name> Feedback OKRs </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5886	0		user	spreadsheet called Platform-wide	file_search	FILES	<file_type> spreadsheet </file_type> called <file_name> Platform-wide </file_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5887	0		user	send email to ashok that Set up Cortana for public outlook account	send_email	EMAIL	send <message_type> email </message_type> to <contact_name> ashok </contact_name> that <message> Set up Cortana for public outlook account </message>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5888	0		user	set a reminder to Teams Suggested Tips on saturday 1100 am	create_single_reminder	REMINDER	set a reminder to <reminder_text> Teams Suggested Tips </reminder_text> on <start_date> saturday </start_date> <start_time> 1100 am </start_time>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5889	0		user	melissa sims Communication and Collaboration - Post Wave 1	search_people_attribute	PEOPLE	<contact_name> melissa sims </contact_name> <people_attribute> Communication and Collaboration - Post Wave 1 </people_attribute>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5890	0		user	join my 【外部】菜鸟海外捐赠医疗物资说明及注意事项 0128 v1	connect_to_meeting	CALENDAR	join my <title> 【外部】菜鸟海外捐赠医疗物资说明及注意事项 0128 v1 </title>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5891	0		user	docx auman venkata	file_search	FILES	<file_type> docx </file_type> <contact_name> auman venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5892	0		user	document MSAIRQList	file_search	FILES	document <file_keyword> MSAIRQList </file_keyword>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5893	0		user	remind me to Kingston at 200 pm tomorrow	create_single_reminder	REMINDER	remind me to <reminder_text> Kingston </reminder_text> at <start_time> 200 pm </start_time> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5894	0		user	my upcoming SmartReply_Guidelines_QualityV3.5_Teams meeting location	find_calendar_where	CALENDAR	my <start_time> upcoming </start_time> <title> SmartReply_Guidelines_QualityV3.5_Teams </title> meeting location	{}	[]	1	PositiveFullMatch
filesearch_fileType_5895	0		user	[Untitled] excel by ashuthosh upadhyaya	file_search	FILES	<file_keyword> [Untitled] </file_keyword> <file_type> excel </file_type> by <contact_name> ashuthosh upadhyaya </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5896	0		user	is kumar free tomorrow	check_availability	CALENDAR	is <contact_name> kumar </contact_name> <availability> free </availability> <start_date> tomorrow </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5897	0		user	find Feedback Working Session Document of jaclyn	search_people_attribute	PEOPLE	find <people_attribute> Feedback Working Session Document </people_attribute> of <contact_name> jaclyn </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5898	0		user	find me AI+R Scorecard document by yaram venkata	file_search	FILES	find me <file_keyword> AI+R Scorecard </file_keyword> document by <contact_name> yaram venkata </contact_name>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5899	0		user	Nov -Dec update excel	file_search	FILES	<file_keyword> Nov -Dec update </file_keyword> <file_type> excel </file_type>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5900	0		user	remind me to Cortana on Teams - Messaging Skills Improvements on friday	create_single_reminder	REMINDER	remind me to <reminder_text> Cortana on Teams - Messaging Skills Improvements </reminder_text> on <start_date> friday </start_date>	{}	[]	1	PositiveFullMatch
filesearch_fileType_5901	0		user	ben open CalendarWorkingDocument_0113_draft file by shravan kumar chava	file_open	FILES	<contact_name> ben </contact_name> open <file_keyword> CalendarWorkingDocument_0113_draft </file_keyword> file by <contact_name> shravan kumar chava </contact_name>	{}	[]	1	PositiveFullMatch
