MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
docx attachments file	EMAILSEARCH	<attachment_type> docx </attachment_type> <attachment> attachments </attachment>  file 	search_email
file containing slide attachment	EMAILSEARCH	 file  containing <attachment_type> slide </attachment_type> <attachment> attachment </attachment>	search_email
files with attachment from april	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> april </start_date>	search_email
photography club file with attachments sent from ben to ruth	EMAILSEARCH	<keyword> photography club </keyword>  file  with <attachment> attachments </attachment> sent from <contact_name_from> ben </contact_name_from> to <contact_name_to> ruth </contact_name_to>	search_email
spreadsheet attachments from lia	EMAILSEARCH	<attachment_type> spreadsheet </attachment_type> <attachment> attachments </attachment> from <contact_name_from> lia </contact_name_from>	search_email
find email attachments	EMAILSEARCH	find <message_type> <attachment> attachments </attachment>	search_email
files from january with attachments	EMAILSEARCH	 files  from <start_date> january </start_date> with <attachment> attachments </attachment>	search_email
file with an attachment from colin	EMAILSEARCH	 file  with an <attachment> attachment </attachment> from <contact_name_from> colin </contact_name_from>	search_email
w9 onenote attachment	EMAILSEARCH	<keyword> w9 </keyword> <attachment_type> onenote </attachment_type> <attachment> attachment </attachment>	search_email
attachments from past five weeks	EMAILSEARCH	<attachment> attachments </attachment> from <start_date> past five weeks </start_date>	search_email
file sent from shwetambari recently with attachment	EMAILSEARCH	 file  sent from <contact_name_from> shwetambari </contact_name_from> <attachment> recently </attachment> with <attachment> attachment </attachment>	search_email
file with attachment for emi and stacey	EMAILSEARCH	 file  with <attachment> attachment </attachment> for <contact_name> emi </contact_name> and <contact_name> stacey </contact_name>	search_email
files from joe with onenote attachment	EMAILSEARCH	 files  from <contact_name_from> joe </contact_name_from> with <attachment_type> onenote </attachment_type> <attachment> attachment </attachment>	search_email
files attachment sue jones	EMAILSEARCH	 files  <attachment> attachment </attachment> <contact_name> sue jones </contact_name>	search_email
file with attachment between march 1 and march 8	EMAILSEARCH	 file  with <attachment> attachment </attachment> between <start_date> march 1 </start_date> and <end_date> march 8 </end_date>	search_email
attachment from mary anne vsd	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> mary anne </contact_name_from> <attachment_type> vsd </attachment_type>	search_email
find an files with an attachment	EMAILSEARCH	find an  files  with an <attachment> attachment </attachment>	search_email
work tracker file from team with attachments	EMAILSEARCH	<keyword> work tracker </keyword>  file  from <contact_name_from> team </contact_name_from> with <attachment> attachments </attachment>	search_email
i need to see my file with attachments	EMAILSEARCH	i need to see my  file  with <attachment> attachments </attachment>	search_email
files to sharon with attachment re pigs	EMAILSEARCH	 files  to <contact_name_to> sharon </contact_name_to> with <attachment> attachment </attachment> <keyword> re pigs </keyword>	search_email
files to sara with attachment	EMAILSEARCH	 files  to <contact_name_to> sara </contact_name_to> with <attachment> attachment </attachment>	search_email
to gina with attachment pptx	EMAILSEARCH	to <contact_name_to> gina </contact_name_to> with <attachment> attachment </attachment> <attachment_type> pptx </attachment_type>	search_email
file about office work attachment	EMAILSEARCH	 file  about <keyword> office work </keyword> <attachment> attachment </attachment>	search_email
show file from bill with attachment	EMAILSEARCH	show  file  from <contact_name_from> bill </contact_name_from> with <attachment> attachment </attachment>	search_email
files with attachment from month of june	EMAILSEARCH	 files  with <attachment> attachment </attachment> from month of <start_date> june </start_date>	search_email
attachment from mary anne deck	EMAILSEARCH	<attachment> attachment </attachment> from <contact_name_from> mary anne </contact_name_from> <attachment_type> deck </attachment_type>	search_email
files from joe document attachment	EMAILSEARCH	 files  from <contact_name_from> joe </contact_name_from> <attachment_type> document </attachment_type> <attachment> attachment </attachment>	search_email
locate files with attachments between december 3rd and december 12th	EMAILSEARCH	locate  files  with <attachment> attachments </attachment> between <start_date> december 3rd </start_date> and <end_date> december 12th </end_date>	search_email
file from bates to anna with attachments from november 2014	EMAILSEARCH	 file  from <contact_name_from> bates </contact_name_from> to <contact_name_to> anna </contact_name_to> with <attachment> attachments </attachment> from <start_date> november 2014 </start_date>	search_email
attachments from jill	EMAILSEARCH	<attachment> attachments </attachment> from <contact_name_from> jill </contact_name_from>	search_email
file from last month containing an attachment about a party	EMAILSEARCH	 file  from <start_date> last month </start_date> containing an <attachment> attachment </attachment> about a <keyword> party </keyword>	search_email
file with attachments from august 1st to september 1st	EMAILSEARCH	 file  with <attachment> attachments </attachment> from <start_date> august 1st </start_date> to <end_date> september 1st </end_date>	search_email
from dapriymicrosoftcom with attachments	EMAILSEARCH	from <contact_name_from> dapriymicrosoftcom </contact_name_from> with <attachment> attachments </attachment>	search_email
april files with csv attachment	EMAILSEARCH	<start_date> april </start_date>  files  with <attachment_type> csv </attachment_type> <attachment> attachment </attachment>	search_email
powerpoints attachments in file	EMAILSEARCH	<attachment_type> powerpoints </attachment_type> <attachment> attachments </attachment> in  file 	search_email
dog file with attachment	EMAILSEARCH	<keyword> dog </keyword>  file  with <attachment> attachment </attachment>	search_email
to dad with workbook attachment	EMAILSEARCH	to <relationship_name_to> dad </relationship_name_to> with <attachment_type> workbook </attachment_type> <attachment> attachment </attachment>	search_email
file from robert to cora re chamberlain visit with presentations attachments july 2015 to august 2015	EMAILSEARCH	 file  from <contact_name_from> robert </contact_name_from> to <contact_name_to> cora </contact_name_to> re <keyword> chamberlain visit </keyword> with <attachment_type> presentations </attachment_type> <attachment> attachments </attachment> <start_date> july 2015 </start_date> to <end_date> august 2015 </end_date>	search_email
last weeks file re anniversary with attachments	EMAILSEARCH	<start_date> last weeks </start_date>  file  re <keyword> anniversary </keyword> with <attachment> attachments </attachment>	search_email
file about what to pack for vacation sent from jesse with attachments	EMAILSEARCH	 file  about <keyword> what to pack for vacation </keyword> sent from <contact_name_from> jesse </contact_name_from> with <attachment> attachments </attachment>	search_email
show me files with an attachment came in november	EMAILSEARCH	show me  files  with an <attachment> attachment </attachment> came in <start_date> november </start_date>	search_email
attachments re food coupons	EMAILSEARCH	<attachment> attachments </attachment> <keyword> re food coupons </keyword>	search_email
