MessageText	JudgedDomain	JudgedConstraints	JudgedIntent
files with attachment from june about music 323424rf fetf	EMAILSEARCH	 files  with <attachment> attachment </attachment> from <start_date> june </start_date> about <keyword> music 323424rf fetf </keyword>	search_email
vst was included on attachment	EMAILSEARCH	<attachment_type> vst </attachment_type> was included on <attachment> attachment </attachment>	search_email
file to john has attachment	EMAILSEARCH	 file  to <contact_name_to> john </contact_name_to> has <attachment> attachment </attachment>	search_email
open files on visiting hospital with msg attachment	EMAILSEARCH	open  files  on <keyword> visiting hospital </keyword> with <attachment_type> msg </attachment_type> <attachment> attachment </attachment>	search_email
attachments that are in my file	EMAILSEARCH	<attachment> attachments </attachment> that are in my  file 	search_email
jane document attachment	EMAILSEARCH	<contact_name> jane </contact_name>  document  <attachment> attachment </attachment>	search_email
open house file with attachment	EMAILSEARCH	<keyword> open house </keyword>  file  with <attachment> attachment </attachment>	search_email
display all files with attachments	EMAILSEARCH	display all  files  with <attachment> attachments </attachment>	search_email
sent documents with attachments	EMAILSEARCH	<destination_folder> sent </destination_folder>  documents  with <attachment> attachments </attachment>	search_email
files  that has attachment	EMAILSEARCH	 files  that has <attachment> attachment </attachment>	search_email
show files with mpp attachment	EMAILSEARCH	show  files  with <attachment_type> mpp </attachment_type> <attachment> attachment </attachment>	search_email
file from ufcu with attachment mortgage statement	EMAILSEARCH	 file  from <contact_name_from> ufcu </contact_name_from> with <attachment> attachment </attachment> <keyword> mortgage statement </keyword>	search_email
open house files with attachment	EMAILSEARCH	<keyword> open house </keyword>  files  with <attachment> attachment </attachment>	search_email
document with attachment	EMAILSEARCH	 document  with <attachment> attachment </attachment>	search_email
file about driving with attachment	EMAILSEARCH	 file  about <keyword> driving </keyword> with <attachment> attachment </attachment>	search_email
documents from jim boyle with vst attachments	EMAILSEARCH	 documents  from <contact_name_from> jim boyle </contact_name_from> with <attachment_type> vst </attachment_type> <attachment> attachments </attachment>	search_email
searching file from janet containing spreadsheets attachments	EMAILSEARCH	searching  file  from <contact_name_from> janet </contact_name_from> containing <attachment_type> spreadsheets </attachment_type> <attachment> attachments </attachment>	search_email
list out all files that have attachments on them	EMAILSEARCH	list out all  files  that have <attachment> attachments </attachment> on them	search_email
document with attachments received between may 5 2019 and may 20 2019	EMAILSEARCH	 document  with <attachment> attachments </attachment> received between <start_date> may 5 2019 </start_date> and <end_date> may 20 2019 </end_date>	search_email
file from july with vss attachments	EMAILSEARCH	 file  from <start_date> july </start_date> with <attachment_type> vss </attachment_type> <attachment> attachments </attachment>	search_email
document from colton with an attachment	EMAILSEARCH	 document  from <contact_name_from> colton </contact_name_from> with an <attachment> attachment </attachment>	search_email
find documents attachments	EMAILSEARCH	find  documents  <attachment> attachments </attachment>	search_email
files about payslip with attachment	EMAILSEARCH	 files  about <keyword> payslip </keyword> with <attachment> attachment </attachment>	search_email
document that has spec attachments	EMAILSEARCH	 document  that has <attachment_type> spec </attachment_type> <attachment> attachments </attachment>	search_email
i need file with attachments received last week	EMAILSEARCH	i need  file  with <attachment> attachments </attachment> received <start_date> last week </start_date>	search_email
file with attachment on dancing	EMAILSEARCH	 file  with <attachment> attachment </attachment> on <keyword> dancing </keyword>	search_email
from tim slides attachments	EMAILSEARCH	from <contact_name_from> tim </contact_name_from> <attachment_type> slides </attachment_type> <attachment> attachments </attachment>	search_email
file featuring attachments	EMAILSEARCH	 file  featuring <attachment> attachments </attachment>	search_email
find documents to meghan with an attachment	EMAILSEARCH	find  documents  to <contact_name_to> meghan </contact_name_to> with an <attachment> attachment </attachment>	search_email
file from greg with attachment about part	EMAILSEARCH	 file  from <contact_name_from> greg </contact_name_from> with <attachment> attachment </attachment> about <keyword> part </keyword>	search_email
document from yesterday and today including attachments	EMAILSEARCH	 document  from <start_date> yesterday </start_date> and <end_date> today </end_date> including <attachment> attachments </attachment>	search_email
file from christian and june with attachment	EMAILSEARCH	 file  from <contact_name_from> christian </contact_name_from> and <contact_name_from> june </contact_name_from> with <attachment> attachment </attachment>	search_email
attachment with realtor files	EMAILSEARCH	<attachment> attachment </attachment> with <keyword> realtor </keyword>  files 	search_email
locate and open attachments from my file last august	EMAILSEARCH	locate and open <attachment> attachments </attachment> from my  file  <start_date> last august </start_date>	search_email
i want to see any documents with attachments	EMAILSEARCH	i want to see any  documents  with <attachment> attachments </attachment>	search_email
could you show me document that have an docs attachment	EMAILSEARCH	could you show me  document  that have an <attachment_type> docs </attachment_type> <attachment> attachment </attachment>	search_email
find holiday onenote attachments from brad	EMAILSEARCH	find <keyword> holiday </keyword> <attachment_type> onenote </attachment_type> <attachment> attachments </attachment> from <contact_name_from> brad </contact_name_from>	search_email
files correspondence with attachment	EMAILSEARCH	 files  correspondence with <attachment> attachment </attachment>	search_email
files from carl to carol with attachments	EMAILSEARCH	 files  from <contact_name_from> carl </contact_name_from> to <contact_name_to> carol </contact_name_to> with <attachment> attachments </attachment>	search_email
december documents with xlsx attachment	EMAILSEARCH	<start_date> december </start_date>  documents  with <attachment_type> xlsx </attachment_type> <attachment> attachment </attachment>	search_email
file with large attachments	EMAILSEARCH	 file  with <keyword> large </keyword> <attachment> attachments </attachment>	search_email
attachment workbook from youngs	EMAILSEARCH	<attachment> attachment </attachment> <attachment_type> workbook </attachment_type> from <contact_name_from> youngs </contact_name_from>	search_email
attachment sent ppts	EMAILSEARCH	<attachment> attachment </attachment> sent <attachment_type> ppts </attachment_type>	search_email
file from donny with accounting attachment	EMAILSEARCH	 file  from <contact_name_from> donny </contact_name_from> with <keyword> accounting </keyword> <attachment> attachment </attachment>	search_email
